Year,State,Industry Sector Category,Residential,Commercial,Industrial,Transportation,Other,Total
2013,SD,Total Electric Industry,"4,824,150","4,661,845","2,723,804",0,NA,"12,209,799"
2013,TN,Total Electric Industry,"40,905,924","33,574,605","22,461,702","1,782",NA,"96,944,013"
2013,TX,Total Electric Industry,"140,272,607","136,516,037","101,967,843","60,767",NA,"378,817,254"
2013,UT,Total Electric Industry,"9,401,748","11,007,765","10,010,410","54,111",NA,"30,474,034"
2013,VA,Total Electric Industry,"45,416,253","47,750,595","17,150,375","194,604",NA,"110,511,827"
2013,VT,Total Electric Industry,"2,125,435","2,016,501","1,445,776",0,NA,"5,587,712"
2013,WA,Total Electric Industry,"35,983,486","29,658,670","27,234,626","5,941",NA,"92,882,723"
2013,WI,Total Electric Industry,"22,095,922","23,658,373","23,369,748",0,NA,"69,124,043"
2013,WV,Total Electric Industry,"11,581,825","7,793,517","12,020,526","3,982",NA,"31,399,850"
2013,WY,Total Electric Industry,"2,829,496","4,066,842","10,157,176",0,NA,"17,053,514"
2013,US,Total Electric Industry,"1,394,812,129","1,337,078,777","985,351,874","7,625,041",NA,"3,724,867,821"
2013,AK,Full-Service Providers,"2,103,966","2,824,199","1,340,047",0,NA,"6,268,212"
2013,AL,Full-Service Providers,"31,378,659","22,603,229","33,870,219",0,NA,"87,852,107"
2013,AR,Full-Service Providers,"18,219,287","11,897,953","16,565,377",417,NA,"46,683,034"
2013,AZ,Full-Service Providers,"33,103,602","30,039,018","12,519,417",0,NA,"75,662,037"
2013,CA,Full-Service Providers,"88,611,170","102,311,661","44,380,113","477,333",NA,"235,780,277"
2013,CO,Full-Service Providers,"18,528,908","20,098,218","14,752,859","61,664",NA,"53,441,649"
2013,CT,Full-Service Providers,"7,196,856","2,999,008","929,453",0,NA,"11,125,317"
2013,DC,Full-Service Providers,"1,693,110","1,104,414",0,0,NA,"2,797,524"
2013,DE,Full-Service Providers,"4,348,950","1,604,767","856,479",0,NA,"6,810,196"
2013,FL,Full-Service Providers,"113,293,913","92,144,612","16,389,522","91,467",NA,"221,919,514"
2013,GA,Full-Service Providers,"53,544,411","45,353,153","31,443,424","156,482",NA,"130,497,470"
2013,HI,Full-Service Providers,"2,608,853","3,271,200","3,623,111",0,NA,"9,503,164"
2013,IA,Full-Service Providers,"14,625,866","12,444,635","19,634,715",0,NA,"46,705,216"
2013,ID,Full-Service Providers,"8,619,262","6,250,297","9,338,497",0,NA,"24,208,056"
2013,IL,Full-Service Providers,"21,810,053","15,403,297","6,704,160","13,149",NA,"43,930,659"
2013,IN,Full-Service Providers,"33,406,630","24,252,010","47,807,527","21,222",NA,"105,487,389"
2013,KS,Full-Service Providers,"13,593,003","15,245,028","11,009,366",0,NA,"39,847,397"
2013,KY,Full-Service Providers,"26,788,098","21,004,194","36,971,550",0,NA,"84,763,842"
2013,LA,Full-Service Providers,"30,709,206","24,253,945","30,833,438","11,343",NA,"85,807,932"
2013,MA,Full-Service Providers,"17,625,777","7,736,072","4,416,352",0,NA,"29,778,201"
2013,MD,Full-Service Providers,"20,832,006","7,392,155","599,230",0,NA,"28,823,391"
2013,ME,Full-Service Providers,"81,039","45,754","32,997",0,NA,"159,790"
2013,MI,Full-Service Providers,"34,012,606","33,512,013","25,514,964","6,083",NA,"93,045,666"
2013,MN,Full-Service Providers,"22,849,542","23,041,186","22,734,273","19,102",NA,"68,644,103"
2013,MO,Full-Service Providers,"35,318,204","30,515,252","17,551,296","22,205",NA,"83,406,957"
2013,MS,Full-Service Providers,"18,462,415","14,187,814","16,131,761",0,NA,"48,781,990"
2013,MT,Full-Service Providers,"4,926,448","4,752,544","1,669,097",0,NA,"11,348,089"
2013,NC,Full-Service Providers,"56,251,297","46,648,766","26,872,437","7,405",NA,"129,779,905"
2013,ND,Full-Service Providers,"5,038,846","5,685,146","5,308,975",0,NA,"16,032,967"
2013,NE,Full-Service Providers,"10,062,159","9,387,074","11,251,372",0,NA,"30,700,605"
2013,NH,Full-Service Providers,"3,812,612","1,816,616","307,666",0,NA,"5,936,894"
2013,NJ,Full-Service Providers,"23,513,551","11,038,593","1,499,338",0,NA,"36,051,482"
2013,NM,Full-Service Providers,"6,803,987","8,982,563","7,278,476",0,NA,"23,065,026"
2013,NV,Full-Service Providers,"12,142,431","8,463,201","12,578,601","8,276",NA,"33,192,509"
2013,NY,Full-Service Providers,"40,540,302","26,287,737","3,615,734","359,596",NA,"70,803,369"
2013,OH,Full-Service Providers,"30,537,638","11,508,716","15,103,119","3,914",NA,"57,153,387"
2013,OK,Full-Service Providers,"23,199,968","19,843,129","16,886,075",0,NA,"59,929,172"
2013,OR,Full-Service Providers,"19,328,558","15,387,902","10,929,627","22,473",NA,"45,668,560"
2013,PA,Full-Service Providers,"34,510,796","10,020,782","3,072,902",0,NA,"47,604,480"
2013,RI,Full-Service Providers,"3,084,722","1,807,012","250,424",0,NA,"5,142,158"
2013,SC,Full-Service Providers,"28,812,518","21,120,198","28,669,378",0,NA,"78,602,094"
2013,SD,Full-Service Providers,"4,824,150","4,661,845","2,723,804",0,NA,"12,209,799"
2013,TN,Full-Service Providers,"40,905,924","33,574,605","22,461,702","1,782",NA,"96,944,013"
2013,TX,Full-Service Providers,"140,272,607","136,516,037","101,967,843","60,767",NA,"378,817,254"
2013,UT,Full-Service Providers,"9,401,748","11,007,765","10,010,410","54,111",NA,"30,474,034"
2013,VA,Full-Service Providers,"45,416,253","47,750,595","17,150,375","194,604",NA,"110,511,827"
2013,VT,Full-Service Providers,"2,125,435","2,016,501","1,445,776",0,NA,"5,587,712"
2013,WA,Full-Service Providers,"35,983,486","29,584,741","25,219,121","5,941",NA,"90,793,289"
2013,WI,Full-Service Providers,"22,095,922","23,658,373","23,369,748",0,NA,"69,124,043"
2013,WV,Full-Service Providers,"11,581,825","7,793,517","12,020,526","3,982",NA,"31,399,850"
2013,WY,Full-Service Providers,"2,829,496","4,066,842","10,157,176",0,NA,"17,053,514"
2013,US,Full-Service Providers,"1,291,368,071","1,074,915,884","797,769,849","1,603,318",NA,"3,165,657,122"
2013,CA,Energy-Only Providers,"630,764","14,546,192","10,016,886","358,340",NA,"25,552,182"
2013,CT,Energy-Only Providers,"5,938,595","10,010,095","2,560,687","189,822",NA,"18,699,199"
2013,DC,Energy-Only Providers,"340,508","7,394,729","227,385","325,373",NA,"8,287,995"
2013,DE,Energy-Only Providers,"221,063","2,553,026","1,763,571",0,NA,"4,537,660"
2013,IL,Energy-Only Providers,"24,562,181","35,069,409","37,682,610","560,029",NA,"97,874,229"
2013,MA,Energy-Only Providers,"3,101,847","9,977,031","12,046,991","361,004",NA,"25,486,873"
2013,MD,Energy-Only Providers,"6,616,361","22,574,044","3,344,712","540,970",NA,"33,076,087"
2013,ME,Energy-Only Providers,"4,581,264","3,969,850","3,144,143",0,NA,"11,695,257"
2013,MI,Energy-Only Providers,562,"4,185,507","5,806,570",0,NA,"9,992,639"
2013,MT,Energy-Only Providers,23,"137,098","2,559,964",0,NA,"2,697,085"
2013,NH,Energy-Only Providers,"741,259","2,700,250","1,664,873",0,NA,"5,106,382"
2013,NJ,Energy-Only Providers,"5,031,087","27,192,506","6,066,384","300,940",NA,"38,590,917"
2013,NV,Energy-Only Providers,0,"838,738","1,179,968",0,NA,"2,018,706"
2013,NY,Energy-Only Providers,"10,237,067","50,054,582","14,295,216","2,504,893",NA,"77,091,758"
2013,OH,Energy-Only Providers,"21,620,456","35,209,143","36,283,892","40,140",NA,"93,153,631"
2013,OR,Energy-Only Providers,0,"692,452","1,279,966",0,NA,"1,972,418"
2013,PA,Energy-Only Providers,"19,741,051","33,124,229","44,970,215","813,788",NA,"98,649,283"
2013,RI,Energy-Only Providers,"79,970","1,860,083","672,487","26,424",NA,"2,638,964"
2013,WA,Energy-Only Providers,0,"73,929","2,015,505",0,NA,"2,089,434"
2013,US,Energy-Only Providers,"103,444,058","262,162,893","187,582,025","6,021,723",NA,"559,210,699"
2012,AK,Total Electric Industry,"2,160,196","2,875,038","1,381,177",0,NA,"6,416,411"
2012,AL,Total Electric Industry,"30,632,261","21,799,181","33,751,106",0,NA,"86,182,548"
2012,AR,Total Electric Industry,"17,909,301","12,102,048","16,847,755",463,NA,"46,859,567"
2012,AZ,Total Electric Industry,"32,922,970","29,692,256","12,448,117",0,NA,"75,063,343"
2012,CA,Total Electric Industry,"90,109,995","121,791,536","46,951,714","684,793",NA,"259,538,038"
2012,CO,Total Electric Industry,"18,220,365","19,997,226","15,415,235","52,471",NA,"53,685,297"
2012,CT,Total Electric Industry,"12,757,633","12,976,050","3,565,944","192,711",NA,"29,492,338"
2012,DC,Total Electric Industry,"2,002,527","8,713,337","218,376","324,605",NA,"11,258,845"
2012,DE,Total Electric Industry,"4,521,682","4,243,028","2,754,621",0,NA,"11,519,331"
2012,FL,Total Electric Industry,"112,127,056","92,037,801","16,425,581","83,895",NA,"220,674,333"
2012,GA,Total Electric Industry,"53,660,167","45,937,150","31,224,600","156,955",NA,"130,978,872"
2012,HI,Total Electric Industry,"2,739,298","3,238,180","3,661,679",0,NA,"9,639,157"
2012,IA,Total Electric Industry,"13,987,613","12,209,804","19,511,683",0,NA,"45,709,100"
2012,ID,Total Electric Industry,"8,159,349","5,978,118","9,574,392",0,NA,"23,711,859"
2012,IL,Total Electric Industry,"46,901,870","50,807,913","45,277,444","552,777",NA,"143,540,004"
2012,IN,Total Electric Industry,"32,963,522","24,022,068","48,167,545","20,290",NA,"105,173,425"
2012,KS,Total Electric Industry,"13,796,679","15,455,686","11,041,111",0,NA,"40,293,476"
2012,KY,Total Electric Industry,"26,096,707","18,755,918","44,195,865",0,NA,"89,048,490"
2012,LA,Total Electric Industry,"30,026,588","24,244,733","30,448,836","10,586",NA,"84,730,743"
2012,MA,Total Electric Industry,"20,313,469","17,722,811","16,927,205","349,839",NA,"55,313,324"
2012,MD,Total Electric Industry,"26,678,158","30,107,526","4,499,827","528,041",NA,"61,813,552"
2012,ME,Total Electric Industry,"4,480,736","4,053,188","3,027,135",0,NA,"11,561,059"
2012,MI,Total Electric Industry,"34,461,140","38,514,266","31,835,905","6,880",NA,"104,818,191"
2012,MN,Total Electric Industry,"22,059,631","22,495,804","23,415,791","17,309",NA,"67,988,535"
2012,MO,Total Electric Industry,"34,336,615","30,482,745","17,594,410","21,589",NA,"82,435,359"
2012,MS,Total Electric Industry,"17,992,708","13,584,638","16,810,329",0,NA,"48,387,675"
2012,MT,Total Electric Industry,"4,778,365","4,917,509","4,167,509",0,NA,"13,863,383"
2012,NC,Total Electric Industry,"54,671,521","46,510,125","26,896,123","7,124",NA,"128,084,893"
2012,ND,Total Electric Industry,"4,484,758","5,108,616","5,123,582",0,NA,"14,716,956"
2012,NE,Total Electric Industry,"9,680,143","9,232,889","11,914,907",0,NA,"30,827,939"
2012,NH,Total Electric Industry,"4,439,208","4,478,420","1,952,633",0,NA,"10,870,261"
2012,NJ,Total Electric Industry,"28,662,958","38,340,478","7,762,331","287,147",NA,"75,052,914"
2012,NM,Total Electric Industry,"6,763,820","9,165,533","7,249,215",0,NA,"23,178,568"
2012,NV,Total Electric Industry,"12,122,718","9,314,611","13,734,461","8,128",NA,"35,179,918"
2012,NY,Total Electric Industry,"50,691,506","76,017,962","13,705,330","2,747,870",NA,"143,162,668"
2012,OH,Total Electric Industry,"52,287,769","46,755,882","53,379,284","33,929",NA,"152,456,864"
2012,OK,Total Electric Industry,"22,809,680","19,961,143","16,569,801",0,NA,"59,340,624"
2012,OR,Total Electric Industry,"18,854,659","15,803,814","12,005,579","24,804",NA,"46,688,856"
2012,PA,Total Electric Industry,"52,876,058","42,919,768","48,038,858","875,043",NA,"144,709,727"
2012,RI,Total Electric Industry,"3,121,367","3,639,866","923,478","23,623",NA,"7,708,334"
2012,SC,Total Electric Industry,"28,366,263","21,250,734","28,163,956",0,NA,"77,780,953"
2012,SD,Total Electric Industry,"4,453,732","4,556,608","2,723,870",0,NA,"11,734,210"
2012,TN,Total Electric Industry,"39,753,631","28,150,141","28,475,956","1,744",NA,"96,381,472"
2012,TX,Total Electric Industry,"137,411,633","133,104,994","94,517,323","70,181",NA,"365,104,131"
2012,UT,Total Electric Industry,"9,188,204","10,802,800","9,694,190","38,174",NA,"29,723,368"
2012,VA,Total Electric Industry,"43,534,675","46,756,658","17,315,739","187,913",NA,"107,794,985"
2012,VT,Total Electric Industry,"2,095,283","1,993,892","1,421,589",0,NA,"5,510,764"
2012,WA,Total Electric Industry,"35,510,961","29,239,604","27,578,904","6,972",NA,"92,336,441"
2012,WI,Total Electric Industry,"22,026,353","23,232,827","23,560,910",0,NA,"68,820,090"
2012,WV,Total Electric Industry,"11,194,679","7,762,823","11,855,567","4,172",NA,"30,817,241"
2012,WY,Total Electric Industry,"2,716,528","4,245,450","10,009,376",0,NA,"16,971,354"
2012,US,Total Electric Industry,"1,374,514,708","1,327,101,196","985,713,854","7,320,028",NA,"3,694,649,786"
2012,AK,Full-Service Providers,"2,160,196","2,875,038","1,381,177",0,NA,"6,416,411"
2012,AL,Full-Service Providers,"30,632,261","21,799,181","33,751,106",0,NA,"86,182,548"
2012,AR,Full-Service Providers,"17,909,301","12,102,048","16,847,755",463,NA,"46,859,567"
2012,AZ,Full-Service Providers,"32,922,970","29,692,256","12,448,117",0,NA,"75,063,343"
2012,CA,Full-Service Providers,"89,725,591","107,656,505","37,643,189","319,596",NA,"235,344,881"
2012,CO,Full-Service Providers,"18,220,365","19,997,226","15,415,235","52,471",NA,"53,685,297"
2012,CT,Full-Service Providers,"7,014,182","2,640,147","878,476",0,NA,"10,532,805"
2012,DC,Full-Service Providers,"1,717,496","1,091,234",0,0,NA,"2,808,730"
2012,DE,Full-Service Providers,"4,366,852","1,670,996","1,028,219",0,NA,"7,066,067"
2012,FL,Full-Service Providers,"112,127,056","92,037,801","16,425,581","83,895",NA,"220,674,333"
2012,GA,Full-Service Providers,"53,660,167","45,937,150","31,224,600","156,955",NA,"130,978,872"
2012,HI,Full-Service Providers,"2,739,298","3,238,180","3,661,679",0,NA,"9,639,157"
2012,IA,Full-Service Providers,"13,987,613","12,209,804","19,511,683",0,NA,"45,709,100"
2012,ID,Full-Service Providers,"8,159,349","5,978,118","9,574,392",0,NA,"23,711,859"
2012,IL,Full-Service Providers,"37,994,677","17,310,924","6,563,788","18,593",NA,"61,887,982"
2012,IN,Full-Service Providers,"32,963,522","24,022,068","48,167,545","20,290",NA,"105,173,425"
2012,KS,Full-Service Providers,"13,796,679","15,455,686","11,041,111",0,NA,"40,293,476"
2012,KY,Full-Service Providers,"26,096,707","18,755,918","44,195,865",0,NA,"89,048,490"
2012,LA,Full-Service Providers,"30,026,588","24,244,733","30,448,836","10,586",NA,"84,730,743"
2012,MA,Full-Service Providers,"17,621,626","7,453,059","4,770,088",0,NA,"29,844,773"
2012,MD,Full-Service Providers,"21,204,800","7,454,406","668,885",0,NA,"29,328,091"
2012,ME,Full-Service Providers,"77,728","44,512","33,703",0,NA,"155,943"
2012,MI,Full-Service Providers,"34,460,379","34,210,039","26,941,912","6,880",NA,"95,619,210"
2012,MN,Full-Service Providers,"22,059,631","22,495,804","23,415,791","17,309",NA,"67,988,535"
2012,MO,Full-Service Providers,"34,336,615","30,482,745","17,594,410","21,589",NA,"82,435,359"
2012,MS,Full-Service Providers,"17,992,708","13,584,638","16,810,329",0,NA,"48,387,675"
2012,MT,Full-Service Providers,"4,778,246","4,765,133","1,624,572",0,NA,"11,167,951"
2012,NC,Full-Service Providers,"54,671,521","46,510,125","26,896,123","7,124",NA,"128,084,893"
2012,ND,Full-Service Providers,"4,484,758","5,108,616","5,123,582",0,NA,"14,716,956"
2012,NE,Full-Service Providers,"9,680,143","9,232,889","11,914,907",0,NA,"30,827,939"
2012,NH,Full-Service Providers,"4,325,234","2,088,778","366,790",0,NA,"6,780,802"
2012,NJ,Full-Service Providers,"24,288,337","11,966,455","1,417,371","24,387",NA,"37,696,550"
2012,NM,Full-Service Providers,"6,763,820","9,165,533","7,249,215",0,NA,"23,178,568"
2012,NV,Full-Service Providers,"12,122,718","8,932,742","12,503,214","8,128",NA,"33,566,802"
2012,NY,Full-Service Providers,"41,041,979","26,432,513","4,228,153","305,478",NA,"72,008,123"
2012,OH,Full-Service Providers,"33,995,689","16,013,465","22,022,940","1,636",NA,"72,033,730"
2012,OK,Full-Service Providers,"22,809,680","19,961,143","16,569,801",0,NA,"59,340,624"
2012,OR,Full-Service Providers,"18,854,659","15,229,182","10,988,669","24,804",NA,"45,097,314"
2012,PA,Full-Service Providers,"36,701,051","10,764,771","3,132,362",0,NA,"50,598,184"
2012,RI,Full-Service Providers,"3,074,307","1,714,854","226,482",0,NA,"5,015,643"
2012,SC,Full-Service Providers,"28,366,263","21,250,734","28,163,956",0,NA,"77,780,953"
2012,SD,Full-Service Providers,"4,453,732","4,556,608","2,723,870",0,NA,"11,734,210"
2012,TN,Full-Service Providers,"39,753,631","28,150,141","28,475,956","1,744",NA,"96,381,472"
2012,TX,Full-Service Providers,"137,411,633","133,104,994","94,517,323","70,181",NA,"365,104,131"
2012,UT,Full-Service Providers,"9,188,204","10,802,800","9,694,190","38,174",NA,"29,723,368"
2012,VA,Full-Service Providers,"43,534,675","46,756,658","17,315,739","187,913",NA,"107,794,985"
2012,VT,Full-Service Providers,"2,095,283","1,993,892","1,421,589",0,NA,"5,510,764"
2012,WA,Full-Service Providers,"35,510,961","29,163,424","25,359,011","6,972",NA,"90,040,368"
2012,WI,Full-Service Providers,"22,026,353","23,232,827","23,560,910",0,NA,"68,820,090"
2012,WV,Full-Service Providers,"11,194,679","7,762,823","11,855,567","4,172",NA,"30,817,241"
2012,WY,Full-Service Providers,"2,716,528","4,245,450","10,009,376",0,NA,"16,971,354"
2012,US,Full-Service Providers,"1,297,818,441","1,073,346,766","807,805,140","1,389,340",NA,"3,180,359,687"
2012,CA,Energy-Only Providers,"384,404","14,135,031","9,308,525","365,197",NA,"24,193,157"
2012,CT,Energy-Only Providers,"5,743,451","10,335,903","2,687,468","192,711",NA,"18,959,533"
2012,DC,Energy-Only Providers,"285,031","7,622,103","218,376","324,605",NA,"8,450,115"
2012,DE,Energy-Only Providers,"154,830","2,572,032","1,726,402",0,NA,"4,453,264"
2012,IL,Energy-Only Providers,"8,907,193","33,496,989","38,713,656","534,184",NA,"81,652,022"
2012,MA,Energy-Only Providers,"2,691,843","10,269,752","12,157,117","349,839",NA,"25,468,551"
2012,MD,Energy-Only Providers,"5,473,358","22,653,120","3,830,942","528,041",NA,"32,485,461"
2012,ME,Energy-Only Providers,"4,403,008","4,008,676","2,993,432",0,NA,"11,405,116"
2012,MI,Energy-Only Providers,761,"4,304,227","4,893,993",0,NA,"9,198,981"
2012,MT,Energy-Only Providers,119,"152,376","2,542,937",0,NA,"2,695,432"
2012,NH,Energy-Only Providers,"113,974","2,389,642","1,585,843",0,NA,"4,089,459"
2012,NJ,Energy-Only Providers,"4,374,621","26,374,023","6,344,960","262,760",NA,"37,356,364"
2012,NV,Energy-Only Providers,0,"381,869","1,231,247",0,NA,"1,613,116"
2012,NY,Energy-Only Providers,"9,649,527","49,585,449","9,477,177","2,442,392",NA,"71,154,545"
2012,OH,Energy-Only Providers,"18,292,080","30,742,417","31,356,344","32,293",NA,"80,423,134"
2012,OR,Energy-Only Providers,0,"574,632","1,016,910",0,NA,"1,591,542"
2012,PA,Energy-Only Providers,"16,175,007","32,154,997","44,906,496","875,043",NA,"94,111,543"
2012,RI,Energy-Only Providers,"47,060","1,925,012","696,996","23,623",NA,"2,692,691"
2012,WA,Energy-Only Providers,0,"76,180","2,219,893",0,NA,"2,296,073"
2012,US,Energy-Only Providers,"76,696,267","253,754,430","177,908,714","5,930,688",NA,"514,290,099"
2011,AK,Total Electric Industry,"2,134,422","2,854,410","1,330,708",0,NA,"6,319,540"
